time,ext_side_integral,flux_uo_avg,fuel_temp_avg,fuel_temp_max,fuel_temp_min,heatpipe_surface_temp_avg,hp_end_heat_integral,hp_heat_integral,mirror_side_integral,mod_temp_avg,mod_temp_max,mod_temp_min,monolith_temp_avg,monolith_temp_max,monolith_temp_min,power,tb_integral,total_sink
-50000,1.7210113813668e-13,0,0,0,0,0,5.4308340658248e-13,-1.8323287911326e-08,-1.1226779245202e-10,0,0,0,0,0,0,538343.31711915,-2.4890503676741e-11,-1.845973102291e-08
-49000,-2534.1572516123,42247.329250888,52.560959888739,253.32650428992,18.876805352932,52.384666148935,22452.980894154,832150.35235905,9900690.0340971,49.776167059124,231.99034387132,22.140710922087,49.25504062419,256.68741929454,-0.78489165292187,538343.31711915,1588548.8780148,12341308.088113
-47000,-2534.1572516123,42247.329250888,52.560959888739,253.32650428992,18.876805352932,52.384666148935,22452.980894154,832150.35235905,9900690.0340971,49.776167059124,231.99034387132,22.140710922087,49.25504062419,256.68741929454,-0.78489165292187,538343.31711915,1588548.8780148,12341308.088113
